Series,Administrative,Population,Metro,cat.col,Date,TEPA,Station,latitude,longitude 
20,Municipalities,4018696,Yes,ADHMun,2011 Dec,NT,A,25.0775637687128,121.232019767108
20,Municipalities,4018696,Yes,ADHMun,2012 Jan,NT,A,25.0775637687128,121.232019767108
19,Municipalities,4018696,Yes,ADHMun,2012 Feb,NT,A,25.0775637687128,121.232019767108
30,Municipalities,4018696,Yes,ADHMun,2012 Mar,NT,A,25.0775637687128,121.232019767108
23,Municipalities,4018696,Yes,ADHMun,2012 Apr,NT,A,25.0775637687128,121.232019767108
20,Municipalities,4018696,Yes,ADHMun,2012 May,NT,A,25.0775637687128,121.232019767108
15,Municipalities,4018696,Yes,ADHMun,2012 Jun,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2012 Jul,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2012 Aug,NT,A,25.0775637687128,121.232019767108
20,Municipalities,4018696,Yes,ADHMun,2012 Sep,NT,A,25.0775637687128,121.232019767108
23,Municipalities,4018696,Yes,ADHMun,2012 Oct,NT,A,25.0775637687128,121.232019767108
26,Municipalities,4018696,Yes,ADHMun,2012 Nov,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2012 Dec,NT,A,25.0775637687128,121.232019767108
22,Municipalities,4018696,Yes,ADHMun,2013 Jan,NT,A,25.0775637687128,121.232019767108
24,Municipalities,4018696,Yes,ADHMun,2013 Feb,NT,A,25.0775637687128,121.232019767108
28,Municipalities,4018696,Yes,ADHMun,2013 Mar,NT,A,25.0775637687128,121.232019767108
30,Municipalities,4018696,Yes,ADHMun,2013 Apr,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2013 May,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2013 Jun,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2013 Jul,NT,A,25.0775637687128,121.232019767108
15,Municipalities,4018696,Yes,ADHMun,2013 Aug,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2013 Sep,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2013 Oct,NT,A,25.0775637687128,121.232019767108
24,Municipalities,4018696,Yes,ADHMun,2013 Nov,NT,A,25.0775637687128,121.232019767108
29,Municipalities,4018696,Yes,ADHMun,2013 Dec,NT,A,25.0775637687128,121.232019767108
27,Municipalities,4018696,Yes,ADHMun,2014 Jan,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2014 Feb,NT,A,25.0775637687128,121.232019767108
26,Municipalities,4018696,Yes,ADHMun,2014 Mar,NT,A,25.0775637687128,121.232019767108
24,Municipalities,4018696,Yes,ADHMun,2014 Apr,NT,A,25.0775637687128,121.232019767108
15,Municipalities,4018696,Yes,ADHMun,2014 May,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2014 Jun,NT,A,25.0775637687128,121.232019767108
11,Municipalities,4018696,Yes,ADHMun,2014 Jul,NT,A,25.0775637687128,121.232019767108
13,Municipalities,4018696,Yes,ADHMun,2014 Aug,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2014 Sep,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2014 Oct,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2014 Nov,NT,A,25.0775637687128,121.232019767108
25,Municipalities,4018696,Yes,ADHMun,2014 Dec,NT,A,25.0775637687128,121.232019767108
27,Municipalities,4018696,Yes,ADHMun,2015 Jan,NT,A,25.0775637687128,121.232019767108
27,Municipalities,4018696,Yes,ADHMun,2015 Feb,NT,A,25.0775637687128,121.232019767108
23,Municipalities,4018696,Yes,ADHMun,2015 Mar,NT,A,25.0775637687128,121.232019767108
23,Municipalities,4018696,Yes,ADHMun,2015 Apr,NT,A,25.0775637687128,121.232019767108
19,Municipalities,4018696,Yes,ADHMun,2015 May,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2015 Jun,NT,A,25.0775637687128,121.232019767108
15,Municipalities,4018696,Yes,ADHMun,2015 Jul,NT,A,25.0775637687128,121.232019767108
11,Municipalities,4018696,Yes,ADHMun,2015 Aug,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2015 Sep,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2015 Oct,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2015 Nov,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2015 Dec,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2016 Jan,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2016 Feb,NT,A,25.0775637687128,121.232019767108
23,Municipalities,4018696,Yes,ADHMun,2016 Mar,NT,A,25.0775637687128,121.232019767108
28,Municipalities,4018696,Yes,ADHMun,2016 Apr,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2016 May,NT,A,25.0775637687128,121.232019767108
12,Municipalities,4018696,Yes,ADHMun,2016 Jun,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2016 Jul,NT,A,25.0775637687128,121.232019767108
13,Municipalities,4018696,Yes,ADHMun,2016 Aug,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2016 Sep,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2016 Oct,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2016 Nov,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2016 Dec,NT,A,25.0775637687128,121.232019767108
19,Municipalities,4018696,Yes,ADHMun,2017 Jan,NT,A,25.0775637687128,121.232019767108
20,Municipalities,4018696,Yes,ADHMun,2017 Feb,NT,A,25.0775637687128,121.232019767108
22,Municipalities,4018696,Yes,ADHMun,2017 Mar,NT,A,25.0775637687128,121.232019767108
22,Municipalities,4018696,Yes,ADHMun,2017 Apr,NT,A,25.0775637687128,121.232019767108
16,Municipalities,4018696,Yes,ADHMun,2017 May,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2017 Jun,NT,A,25.0775637687128,121.232019767108
15,Municipalities,4018696,Yes,ADHMun,2017 Jul,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2017 Aug,NT,A,25.0775637687128,121.232019767108
20,Municipalities,4018696,Yes,ADHMun,2017 Sep,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2017 Oct,NT,A,25.0775637687128,121.232019767108
12,Municipalities,4018696,Yes,ADHMun,2017 Nov,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2017 Dec,NT,A,25.0775637687128,121.232019767108
12,Municipalities,4018696,Yes,ADHMun,2018 Jan,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2018 Feb,NT,A,25.0775637687128,121.232019767108
18,Municipalities,4018696,Yes,ADHMun,2018 Mar,NT,A,25.0775637687128,121.232019767108
21,Municipalities,4018696,Yes,ADHMun,2018 Apr,NT,A,25.0775637687128,121.232019767108
22,Municipalities,4018696,Yes,ADHMun,2018 May,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2018 Jun,NT,A,25.0775637687128,121.232019767108
12,Municipalities,4018696,Yes,ADHMun,2018 Jul,NT,A,25.0775637687128,121.232019767108
13,Municipalities,4018696,Yes,ADHMun,2018 Aug,NT,A,25.0775637687128,121.232019767108
13,Municipalities,4018696,Yes,ADHMun,2018 Sep,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2018 Oct,NT,A,25.0775637687128,121.232019767108
11,Municipalities,4018696,Yes,ADHMun,2018 Nov,NT,A,25.0775637687128,121.232019767108
9,Municipalities,4018696,Yes,ADHMun,2018 Dec,NT,A,25.0775637687128,121.232019767108
13,Municipalities,4018696,Yes,ADHMun,2019 Jan,NT,A,25.0775637687128,121.232019767108
13,Municipalities,4018696,Yes,ADHMun,2019 Feb,NT,A,25.0775637687128,121.232019767108
17,Municipalities,4018696,Yes,ADHMun,2019 Mar,NT,A,25.0775637687128,121.232019767108
16,Municipalities,4018696,Yes,ADHMun,2019 Apr,NT,A,25.0775637687128,121.232019767108
10,Municipalities,4018696,Yes,ADHMun,2019 May,NT,A,25.0775637687128,121.232019767108
11,Municipalities,4018696,Yes,ADHMun,2019 Jun,NT,A,25.0775637687128,121.232019767108
10,Municipalities,4018696,Yes,ADHMun,2019 Jul,NT,A,25.0775637687128,121.232019767108
8,Municipalities,4018696,Yes,ADHMun,2019 Aug,NT,A,25.0775637687128,121.232019767108
10,Municipalities,4018696,Yes,ADHMun,2019 Sep,NT,A,25.0775637687128,121.232019767108
14,Municipalities,4018696,Yes,ADHMun,2019 Oct,NT,A,25.0775637687128,121.232019767108
11,Municipalities,4018696,Yes,ADHMun,2019 Nov,NT,A,25.0775637687128,121.232019767108
36,Municipalities,4018696,Yes,ADIMun,2006 Jan,NT,A,25.0199220417253,121.455091290954
34,Municipalities,4018696,Yes,ADIMun,2006 Feb,NT,A,25.0199220417253,121.455091290954
42,Municipalities,4018696,Yes,ADIMun,2006 Mar,NT,A,25.0199220417253,121.455091290954
38,Municipalities,4018696,Yes,ADIMun,2006 Apr,NT,A,25.0199220417253,121.455091290954
31,Municipalities,4018696,Yes,ADIMun,2006 May,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2006 Jun,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2006 Jul,NT,A,25.0199220417253,121.455091290954
29,Municipalities,4018696,Yes,ADIMun,2006 Aug,NT,A,25.0199220417253,121.455091290954
28,Municipalities,4018696,Yes,ADIMun,2006 Sep,NT,A,25.0199220417253,121.455091290954
30,Municipalities,4018696,Yes,ADIMun,2006 Oct,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2006 Nov,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2006 Dec,NT,A,25.0199220417253,121.455091290954
29,Municipalities,4018696,Yes,ADIMun,2007 Jan,NT,A,25.0199220417253,121.455091290954
43,Municipalities,4018696,Yes,ADIMun,2007 Feb,NT,A,25.0199220417253,121.455091290954
NA,Municipalities,4018696,Yes,ADIMun,2007 Mar,NT,A,25.0199220417253,121.455091290954
38,Municipalities,4018696,Yes,ADIMun,2007 Apr,NT,A,25.0199220417253,121.455091290954
39,Municipalities,4018696,Yes,ADIMun,2007 May,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2007 Jun,NT,A,25.0199220417253,121.455091290954
28,Municipalities,4018696,Yes,ADIMun,2007 Jul,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2007 Aug,NT,A,25.0199220417253,121.455091290954
25,Municipalities,4018696,Yes,ADIMun,2007 Sep,NT,A,25.0199220417253,121.455091290954
18,Municipalities,4018696,Yes,ADIMun,2007 Oct,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2007 Nov,NT,A,25.0199220417253,121.455091290954
37,Municipalities,4018696,Yes,ADIMun,2007 Dec,NT,A,25.0199220417253,121.455091290954
29,Municipalities,4018696,Yes,ADIMun,2008 Jan,NT,A,25.0199220417253,121.455091290954
33,Municipalities,4018696,Yes,ADIMun,2008 Feb,NT,A,25.0199220417253,121.455091290954
43,Municipalities,4018696,Yes,ADIMun,2008 Mar,NT,A,25.0199220417253,121.455091290954
35,Municipalities,4018696,Yes,ADIMun,2008 Apr,NT,A,25.0199220417253,121.455091290954
29,Municipalities,4018696,Yes,ADIMun,2008 May,NT,A,25.0199220417253,121.455091290954
26,Municipalities,4018696,Yes,ADIMun,2008 Jun,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2008 Jul,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2008 Aug,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2008 Sep,NT,A,25.0199220417253,121.455091290954
26,Municipalities,4018696,Yes,ADIMun,2008 Oct,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2008 Nov,NT,A,25.0199220417253,121.455091290954
31,Municipalities,4018696,Yes,ADIMun,2008 Dec,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2009 Jan,NT,A,25.0199220417253,121.455091290954
35,Municipalities,4018696,Yes,ADIMun,2009 Feb,NT,A,25.0199220417253,121.455091290954
31,Municipalities,4018696,Yes,ADIMun,2009 Mar,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2009 Apr,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2009 May,NT,A,25.0199220417253,121.455091290954
31,Municipalities,4018696,Yes,ADIMun,2009 Jun,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2009 Jul,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2009 Aug,NT,A,25.0199220417253,121.455091290954
15,Municipalities,4018696,Yes,ADIMun,2009 Sep,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2009 Oct,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2009 Nov,NT,A,25.0199220417253,121.455091290954
41,Municipalities,4018696,Yes,ADIMun,2009 Dec,NT,A,25.0199220417253,121.455091290954
33,Municipalities,4018696,Yes,ADIMun,2010 Jan,NT,A,25.0199220417253,121.455091290954
35,Municipalities,4018696,Yes,ADIMun,2010 Feb,NT,A,25.0199220417253,121.455091290954
42,Municipalities,4018696,Yes,ADIMun,2010 Mar,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2010 Apr,NT,A,25.0199220417253,121.455091290954
28,Municipalities,4018696,Yes,ADIMun,2010 May,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2010 Jun,NT,A,25.0199220417253,121.455091290954
19,Municipalities,4018696,Yes,ADIMun,2010 Jul,NT,A,25.0199220417253,121.455091290954
19,Municipalities,4018696,Yes,ADIMun,2010 Aug,NT,A,25.0199220417253,121.455091290954
19,Municipalities,4018696,Yes,ADIMun,2010 Sep,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2010 Oct,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2010 Nov,NT,A,25.0199220417253,121.455091290954
37,Municipalities,4018696,Yes,ADIMun,2010 Dec,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2011 Jan,NT,A,25.0199220417253,121.455091290954
38,Municipalities,4018696,Yes,ADIMun,2011 Feb,NT,A,25.0199220417253,121.455091290954
38,Municipalities,4018696,Yes,ADIMun,2011 Mar,NT,A,25.0199220417253,121.455091290954
48,Municipalities,4018696,Yes,ADIMun,2011 Apr,NT,A,25.0199220417253,121.455091290954
30,Municipalities,4018696,Yes,ADIMun,2011 May,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2011 Jun,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2011 Jul,NT,A,25.0199220417253,121.455091290954
21,Municipalities,4018696,Yes,ADIMun,2011 Aug,NT,A,25.0199220417253,121.455091290954
26,Municipalities,4018696,Yes,ADIMun,2011 Sep,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2011 Oct,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2011 Nov,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2011 Dec,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2012 Jan,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2012 Feb,NT,A,25.0199220417253,121.455091290954
34,Municipalities,4018696,Yes,ADIMun,2012 Mar,NT,A,25.0199220417253,121.455091290954
21,Municipalities,4018696,Yes,ADIMun,2012 Apr,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2012 May,NT,A,25.0199220417253,121.455091290954
15,Municipalities,4018696,Yes,ADIMun,2012 Jun,NT,A,25.0199220417253,121.455091290954
17,Municipalities,4018696,Yes,ADIMun,2012 Jul,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2012 Aug,NT,A,25.0199220417253,121.455091290954
25,Municipalities,4018696,Yes,ADIMun,2012 Sep,NT,A,25.0199220417253,121.455091290954
26,Municipalities,4018696,Yes,ADIMun,2012 Oct,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2012 Nov,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2012 Dec,NT,A,25.0199220417253,121.455091290954
31,Municipalities,4018696,Yes,ADIMun,2013 Jan,NT,A,25.0199220417253,121.455091290954
31,Municipalities,4018696,Yes,ADIMun,2013 Feb,NT,A,25.0199220417253,121.455091290954
37,Municipalities,4018696,Yes,ADIMun,2013 Mar,NT,A,25.0199220417253,121.455091290954
40,Municipalities,4018696,Yes,ADIMun,2013 Apr,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2013 May,NT,A,25.0199220417253,121.455091290954
28,Municipalities,4018696,Yes,ADIMun,2013 Jun,NT,A,25.0199220417253,121.455091290954
26,Municipalities,4018696,Yes,ADIMun,2013 Jul,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2013 Aug,NT,A,25.0199220417253,121.455091290954
17,Municipalities,4018696,Yes,ADIMun,2013 Sep,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2013 Oct,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2013 Nov,NT,A,25.0199220417253,121.455091290954
33,Municipalities,4018696,Yes,ADIMun,2013 Dec,NT,A,25.0199220417253,121.455091290954
33,Municipalities,4018696,Yes,ADIMun,2014 Jan,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2014 Feb,NT,A,25.0199220417253,121.455091290954
29,Municipalities,4018696,Yes,ADIMun,2014 Mar,NT,A,25.0199220417253,121.455091290954
28,Municipalities,4018696,Yes,ADIMun,2014 Apr,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2014 May,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2014 Jun,NT,A,25.0199220417253,121.455091290954
16,Municipalities,4018696,Yes,ADIMun,2014 Jul,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2014 Aug,NT,A,25.0199220417253,121.455091290954
18,Municipalities,4018696,Yes,ADIMun,2014 Sep,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2014 Oct,NT,A,25.0199220417253,121.455091290954
21,Municipalities,4018696,Yes,ADIMun,2014 Nov,NT,A,25.0199220417253,121.455091290954
26,Municipalities,4018696,Yes,ADIMun,2014 Dec,NT,A,25.0199220417253,121.455091290954
28,Municipalities,4018696,Yes,ADIMun,2015 Jan,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2015 Feb,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2015 Mar,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2015 Apr,NT,A,25.0199220417253,121.455091290954
24,Municipalities,4018696,Yes,ADIMun,2015 May,NT,A,25.0199220417253,121.455091290954
17,Municipalities,4018696,Yes,ADIMun,2015 Jun,NT,A,25.0199220417253,121.455091290954
17,Municipalities,4018696,Yes,ADIMun,2015 Jul,NT,A,25.0199220417253,121.455091290954
10,Municipalities,4018696,Yes,ADIMun,2015 Aug,NT,A,25.0199220417253,121.455091290954
17,Municipalities,4018696,Yes,ADIMun,2015 Sep,NT,A,25.0199220417253,121.455091290954
21,Municipalities,4018696,Yes,ADIMun,2015 Oct,NT,A,25.0199220417253,121.455091290954
21,Municipalities,4018696,Yes,ADIMun,2015 Nov,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2015 Dec,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2016 Jan,NT,A,25.0199220417253,121.455091290954
22,Municipalities,4018696,Yes,ADIMun,2016 Feb,NT,A,25.0199220417253,121.455091290954
27,Municipalities,4018696,Yes,ADIMun,2016 Mar,NT,A,25.0199220417253,121.455091290954
32,Municipalities,4018696,Yes,ADIMun,2016 Apr,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2016 May,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2016 Jun,NT,A,25.0199220417253,121.455091290954
15,Municipalities,4018696,Yes,ADIMun,2016 Jul,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2016 Aug,NT,A,25.0199220417253,121.455091290954
13,Municipalities,4018696,Yes,ADIMun,2016 Sep,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2016 Oct,NT,A,25.0199220417253,121.455091290954
13,Municipalities,4018696,Yes,ADIMun,2016 Nov,NT,A,25.0199220417253,121.455091290954
13,Municipalities,4018696,Yes,ADIMun,2016 Dec,NT,A,25.0199220417253,121.455091290954
15,Municipalities,4018696,Yes,ADIMun,2017 Jan,NT,A,25.0199220417253,121.455091290954
16,Municipalities,4018696,Yes,ADIMun,2017 Feb,NT,A,25.0199220417253,121.455091290954
19,Municipalities,4018696,Yes,ADIMun,2017 Mar,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2017 Apr,NT,A,25.0199220417253,121.455091290954
15,Municipalities,4018696,Yes,ADIMun,2017 May,NT,A,25.0199220417253,121.455091290954
13,Municipalities,4018696,Yes,ADIMun,2017 Jun,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2017 Jul,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2017 Aug,NT,A,25.0199220417253,121.455091290954
14,Municipalities,4018696,Yes,ADIMun,2017 Sep,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2017 Oct,NT,A,25.0199220417253,121.455091290954
9,Municipalities,4018696,Yes,ADIMun,2017 Nov,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2017 Dec,NT,A,25.0199220417253,121.455091290954
10,Municipalities,4018696,Yes,ADIMun,2018 Jan,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2018 Feb,NT,A,25.0199220417253,121.455091290954
19,Municipalities,4018696,Yes,ADIMun,2018 Mar,NT,A,25.0199220417253,121.455091290954
23,Municipalities,4018696,Yes,ADIMun,2018 Apr,NT,A,25.0199220417253,121.455091290954
20,Municipalities,4018696,Yes,ADIMun,2018 May,NT,A,25.0199220417253,121.455091290954
13,Municipalities,4018696,Yes,ADIMun,2018 Jun,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2018 Jul,NT,A,25.0199220417253,121.455091290954
14,Municipalities,4018696,Yes,ADIMun,2018 Aug,NT,A,25.0199220417253,121.455091290954
13,Municipalities,4018696,Yes,ADIMun,2018 Sep,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2018 Oct,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2018 Nov,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2018 Dec,NT,A,25.0199220417253,121.455091290954
14,Municipalities,4018696,Yes,ADIMun,2019 Jan,NT,A,25.0199220417253,121.455091290954
14,Municipalities,4018696,Yes,ADIMun,2019 Feb,NT,A,25.0199220417253,121.455091290954
17,Municipalities,4018696,Yes,ADIMun,2019 Mar,NT,A,25.0199220417253,121.455091290954
18,Municipalities,4018696,Yes,ADIMun,2019 Apr,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2019 May,NT,A,25.0199220417253,121.455091290954
12,Municipalities,4018696,Yes,ADIMun,2019 Jun,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2019 Jul,NT,A,25.0199220417253,121.455091290954
9,Municipalities,4018696,Yes,ADIMun,2019 Aug,NT,A,25.0199220417253,121.455091290954
11,Municipalities,4018696,Yes,ADIMun,2019 Sep,NT,A,25.0199220417253,121.455091290954
19,Municipalities,4018696,Yes,ADIMun,2019 Oct,NT,A,25.0199220417253,121.455091290954
14,Municipalities,4018696,Yes,ADIMun,2019 Nov,NT,A,25.0199220417253,121.455091290954
25,Municipalities,4018696,Yes,ADJMun,2006 Jan,NT,A,25.0772200009878,121.647507296703
21,Municipalities,4018696,Yes,ADJMun,2006 Feb,NT,A,25.0772200009878,121.647507296703
30,Municipalities,4018696,Yes,ADJMun,2006 Mar,NT,A,25.0772200009878,121.647507296703
30,Municipalities,4018696,Yes,ADJMun,2006 Apr,NT,A,25.0772200009878,121.647507296703
24,Municipalities,4018696,Yes,ADJMun,2006 May,NT,A,25.0772200009878,121.647507296703
23,Municipalities,4018696,Yes,ADJMun,2006 Jun,NT,A,25.0772200009878,121.647507296703
16,Municipalities,4018696,Yes,ADJMun,2006 Jul,NT,A,25.0772200009878,121.647507296703
21,Municipalities,4018696,Yes,ADJMun,2006 Aug,NT,A,25.0772200009878,121.647507296703
22,Municipalities,4018696,Yes,ADJMun,2006 Sep,NT,A,25.0772200009878,121.647507296703
24,Municipalities,4018696,Yes,ADJMun,2006 Oct,NT,A,25.0772200009878,121.647507296703
27,Municipalities,4018696,Yes,ADJMun,2006 Nov,NT,A,25.0772200009878,121.647507296703
19,Municipalities,4018696,Yes,ADJMun,2006 Dec,NT,A,25.0772200009878,121.647507296703
25,Municipalities,4018696,Yes,ADJMun,2007 Jan,NT,A,25.0772200009878,121.647507296703
32,Municipalities,4018696,Yes,ADJMun,2007 Feb,NT,A,25.0772200009878,121.647507296703
31,Municipalities,4018696,Yes,ADJMun,2007 Mar,NT,A,25.0772200009878,121.647507296703
32,Municipalities,4018696,Yes,ADJMun,2007 Apr,NT,A,25.0772200009878,121.647507296703
32,Municipalities,4018696,Yes,ADJMun,2007 May,NT,A,25.0772200009878,121.647507296703
20,Municipalities,4018696,Yes,ADJMun,2007 Jun,NT,A,25.0772200009878,121.647507296703
24,Municipalities,4018696,Yes,ADJMun,2007 Jul,NT,A,25.0772200009878,121.647507296703
16,Municipalities,4018696,Yes,ADJMun,2007 Aug,NT,A,25.0772200009878,121.647507296703
23,Municipalities,4018696,Yes,ADJMun,2007 Sep,NT,A,25.0772200009878,121.647507296703
19,Municipalities,4018696,Yes,ADJMun,2007 Oct,NT,A,25.0772200009878,121.647507296703
